,search term,actual_words_searched,num_occur,percentage_of_terms,td-idf,word_order,truth
0,"neuron connectivities ,","['neuron', 'connectivities', ',']","[(14, 2418), (26, 1142), (19, 1029), (21, 458), (2, 446), (10, 436), (0, 385), (5, 304), (20, 284), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11)]","[(10, 1.0), (9, 0.6666666666666666), (11, 0.6666666666666666), (14, 0.6666666666666666), (19, 0.6666666666666666), (0, 0.3333333333333333), (1, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (12, 0.3333333333333333), (13, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (20, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (20, -2.549349572168804e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(14, 4), (10, 2), (11, 2), (9, 0), (19, 0)]",10
0,transplantation predicting outcome,"['transplantation', 'predicting', 'outcome']","[(11, 16), (24, 1), (26, 1)]","[(11, 1.0), (24, 0.3333333333333333), (26, 0.3333333333333333)]","[(11, 0.014403961736961695), (24, 0.0010595865539946407), (26, 0.0004174961822698248)]","[(11, 3)]",11
0,substantially country country,"['substantially', 'country', 'country']","[(2, 4), (12, 3), (5, 1), (15, 1)]","[(2, 0.6666666666666666), (12, 0.6666666666666666), (5, 0.3333333333333333), (15, 0.3333333333333333)]","[(15, 0.002990052577729047), (12, 0.0015308353017714584), (2, 0.000955252668457108), (5, 0.0005623304820364775)]","[(2, 2), (12, 2), (5, 0), (15, 0)]",12
0,. clones forks,"['.', 'clones', 'forks']","[(14, 1331), (19, 814), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (2, 5), (1, 3), (13, 1)]","[(13, 1.0), (1, 0.6666666666666666), (2, 0.6666666666666666), (0, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (14, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (20, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(1, 0.0030286326308108596), (13, 0.0028684466491074563), (2, 0.0013615408253878805), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(13, 2), (1, 0), (2, 0)]",13
0,"tasks , â®","['tasks', ',', 'â®']","[(26, 1142), (19, 1029), (21, 458), (2, 446), (10, 436), (0, 385), (5, 304), (12, 270), (11, 204), (1, 166), (24, 161), (30, 122), (7, 103), (9, 100), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (16, 43), (3, 38), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (14, 2), (20, 1)]","[(14, 1.0), (20, 1.0), (0, 0.6666666666666666), (9, 0.6666666666666666), (19, 0.6666666666666666), (22, 0.6666666666666666), (23, 0.6666666666666666), (26, 0.6666666666666666), (1, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (10, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (13, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (21, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(20, 0.0007614395998926139), (14, 0.0002808883452170597), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (9, -1.468709595680128e-05), (8, -1.5733103766407616e-05), (3, -1.6539929600582365e-05), (2, -1.6796796793118267e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (7, -1.8222955898392585e-05), (16, -1.8541084184610045e-05), (17, -1.879881141460476e-05), (10, -1.99351405534663e-05), (24, -2.0111196352063648e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (12, -2.172722788100453e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (27, -2.608687425974204e-05), (5, -2.6958675466662704e-05), (25, -2.877419177518091e-05), (0, -2.8884280408553646e-05), (21, -2.893029989479066e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (26, -5.6207491572618445e-05)]","[(14, 11), (19, 4), (9, 1), (20, 1), (22, 1), (0, 0), (23, 0), (26, 0)]",14
0, .org domain,"['\x96', '.org', 'domain']","[(15, 7), (20, 7), (17, 6), (14, 4), (19, 3), (1, 2), (28, 2), (30, 2), (0, 2), (2, 1), (4, 1), (8, 1), (12, 1), (23, 1)]","[(15, 1.0), (1, 0.6666666666666666), (2, 0.6666666666666666), (23, 0.6666666666666666), (30, 0.6666666666666666), (4, 0.3333333333333333), (8, 0.3333333333333333), (12, 0.3333333333333333), (17, 0.3333333333333333), (28, 0.3333333333333333), (0, 0.3333333333333333), (14, 0.3333333333333333), (19, 0.3333333333333333), (20, 0.3333333333333333)]","[(15, 0.012645562763237278), (17, 0.00775133219079783), (8, 0.003446349424262247), (4, 0.003276529307704397), (20, 0.0024073378597423596), (28, 0.002387333920080289), (30, 0.0012751827996541792), (1, 0.0010698286864631167), (23, 0.0009099058415794549), (0, 0.000574855609613817), (19, 0.00038243643852209835), (12, 0.00028203657963024375), (14, 0.0002537273373439219), (2, 0.00014428446203466834)]","[(15, 2), (23, 2), (1, 0), (2, 0), (30, 0)]",15
0,within meme born,"['within', 'meme', 'born']","[(21, 7), (2, 5), (9, 3), (16, 3), (23, 3), (0, 2), (12, 2), (20, 2), (14, 2), (3, 1), (5, 1), (7, 1), (11, 1), (19, 1), (25, 1), (26, 1), (17, 1), (18, 1), (30, 1)]","[(16, 1.0), (0, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (5, 0.3333333333333333), (7, 0.3333333333333333), (9, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (19, 0.3333333333333333), (20, 0.3333333333333333), (21, 0.3333333333333333), (23, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (14, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (30, 0.3333333333333333)]","[(16, 0.007309697684712726), (18, 0.0055735513436953295), (17, 0.002082915759300998), (23, 0.0016022177293956753), (21, 0.0009942996302151254), (9, 0.0009908067743712784), (3, 0.0009787726839942993), (25, 0.0009657397587746682), (30, 0.0009404289418928651), (2, 0.00042344147526843516), (20, 0.00040371308591136975), (7, 0.0003978445193855051), (12, 0.0003619114565068741), (0, 0.0003374136119282511), (11, 0.00023865434644283507), (5, 0.00019941450614236343), (14, 0.00018712025558402184), (26, 0.00011067763754612784), (19, 7.482415751983656e-05)]","[(16, 3)]",16
0,popular locations .,"['popular', 'locations', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (16, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(10, 1.0), (17, 1.0), (0, 0.6666666666666666), (1, 0.6666666666666666), (2, 0.6666666666666666), (5, 0.6666666666666666), (7, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (13, 0.6666666666666666), (14, 0.6666666666666666), (19, 0.6666666666666666), (9, 0.6666666666666666), (20, 0.6666666666666666), (3, 0.3333333333333333), (4, 0.3333333333333333), (6, 0.3333333333333333), (8, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (18, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(17, 2), (10, 1), (12, 1), (0, 0), (1, 0), (2, 0), (5, 0), (7, 0), (9, 0), (11, 0), (13, 0), (14, 0), (19, 0), (20, 0)]",17
0,computer vision .,"['computer', 'vision', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (17, 46), (16, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(3, 1.0), (9, 1.0), (10, 1.0), (14, 1.0), (18, 1.0), (19, 1.0), (20, 1.0), (26, 1.0), (0, 0.6666666666666666), (1, 0.6666666666666666), (2, 0.6666666666666666), (5, 0.6666666666666666), (6, 0.6666666666666666), (13, 0.6666666666666666), (17, 0.6666666666666666), (21, 0.6666666666666666), (23, 0.6666666666666666), (24, 0.6666666666666666), (29, 0.6666666666666666), (30, 0.6666666666666666), (4, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (22, 0.3333333333333333), (25, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(21, 4), (26, 4), (2, 2), (9, 2), (18, 2), (20, 2), (1, 1), (10, 1), (17, 1), (29, 1), (0, 0), (3, 0), (5, 0), (6, 0), (13, 0), (14, 0), (19, 0), (23, 0), (24, 0), (30, 0)]",18
0,1997 . k.,"['1997', '.', 'k.']","[(2, 475), (10, 409), (20, 255), (5, 248), (12, 214), (11, 165), (24, 157), (7, 151), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (28, 57), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (14, 20), (25, 20), (19, 18), (18, 15), (21, 5), (29, 5), (0, 4), (9, 3), (16, 1)]","[(14, 1.0), (19, 1.0), (1, 0.6666666666666666), (2, 0.6666666666666666), (11, 0.6666666666666666), (12, 0.6666666666666666), (24, 0.6666666666666666), (0, 0.6666666666666666), (9, 0.6666666666666666), (16, 0.6666666666666666), (21, 0.6666666666666666), (29, 0.6666666666666666), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (10, 0.3333333333333333), (13, 0.3333333333333333), (15, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (20, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (30, 0.3333333333333333)]","[(29, 0.01067995332930063), (19, 0.0027607233118637836), (9, 0.0020309419445883165), (16, 0.0019874993361479244), (14, 0.0015263341924421432), (21, 0.0014557868227953856), (0, 0.0013832514570259573), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (5, -2.199260367017221e-05), (27, -2.213431755372052e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(19, 13), (9, 7), (29, 5), (24, 1), (0, 0), (1, 0), (2, 0), (11, 0), (12, 0), (14, 0), (16, 0), (21, 0)]",19
0,"years , little","['years', ',', 'little']","[(14, 2418), (26, 1142), (19, 1029), (11, 204), (1, 166), (30, 122), (23, 95), (29, 77), (13, 74), (28, 69), (25, 67), (17, 51), (27, 33), (18, 24), (22, 22), (4, 19), (8, 16), (15, 14), (6, 11), (21, 6), (10, 3), (2, 2), (5, 2), (16, 2), (0, 1), (3, 1), (12, 1), (20, 1), (7, 1), (9, 1), (24, 1)]","[(0, 1.0), (2, 1.0), (3, 1.0), (5, 1.0), (12, 1.0), (20, 1.0), (1, 0.6666666666666666), (4, 0.6666666666666666), (8, 0.6666666666666666), (11, 0.6666666666666666), (17, 0.6666666666666666), (19, 0.6666666666666666), (27, 0.6666666666666666), (28, 0.6666666666666666), (30, 0.6666666666666666), (7, 0.6666666666666666), (9, 0.6666666666666666), (10, 0.6666666666666666), (16, 0.6666666666666666), (21, 0.6666666666666666), (24, 0.6666666666666666), (6, 0.3333333333333333), (13, 0.3333333333333333), (14, 0.3333333333333333), (15, 0.3333333333333333), (18, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (29, 0.3333333333333333)]","[(16, 0.0025354213058643156), (3, 0.0012796863271164023), (21, 0.001114274463446832), (5, 0.0005214449097570823), (7, 0.000520157744593118), (9, 0.0004318067251335401), (10, 0.0004032807917748458), (24, 0.0003672531248618335), (20, 0.0002639152709137918), (12, 0.00023658871466897556), (2, 0.0002214496890222452), (0, 0.00022057398659996606), (15, -6.601463130056997e-06), (6, -1.2191803777748856e-05), (8, -1.5733103766407616e-05), (4, -1.7762446136277583e-05), (22, -1.8009212686928514e-05), (17, -1.879881141460476e-05), (30, -2.0303659710931603e-05), (11, -2.1650490276774153e-05), (23, -2.2562753744535223e-05), (1, -2.3177381868868017e-05), (28, -2.3499973893963646e-05), (18, -2.3671825850374764e-05), (27, -2.608687425974204e-05), (25, -2.877419177518091e-05), (13, -2.935684921726981e-05), (19, -3.4239343588206486e-05), (29, -3.5682046401256354e-05), (14, -4.0034610913606734e-05), (26, -5.6207491572618445e-05)]","[(20, 2), (0, 1), (1, 1), (5, 1), (9, 1), (10, 1), (12, 1), (16, 1), (19, 1), (28, 1), (30, 1), (2, 0), (3, 0), (4, 0), (7, 0), (8, 0), (11, 0), (17, 0), (21, 0), (24, 0), (27, 0)]",20
0,japanese ) .,"['japanese', ')', '.']","[(14, 1331), (19, 814), (2, 475), (10, 409), (21, 351), (20, 255), (5, 248), (12, 214), (0, 198), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (23, 79), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (27, 28), (6, 28), (4, 25), (8, 24), (25, 20), (18, 15)]","[(3, 1.0), (12, 1.0), (18, 1.0), (21, 1.0), (22, 1.0), (29, 1.0), (30, 1.0), (0, 0.6666666666666666), (1, 0.6666666666666666), (2, 0.6666666666666666), (5, 0.6666666666666666), (7, 0.6666666666666666), (8, 0.6666666666666666), (9, 0.6666666666666666), (10, 0.6666666666666666), (11, 0.6666666666666666), (13, 0.6666666666666666), (14, 0.6666666666666666), (15, 0.6666666666666666), (16, 0.6666666666666666), (17, 0.6666666666666666), (19, 0.6666666666666666), (20, 0.6666666666666666), (23, 0.6666666666666666), (24, 0.6666666666666666), (25, 0.6666666666666666), (26, 0.6666666666666666), (27, 0.6666666666666666), (28, 0.6666666666666666), (4, 0.3333333333333333), (6, 0.3333333333333333)]","[(26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (0, -1.4854772781541875e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (23, -1.87627110086135e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (14, -2.2037248604636293e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (20, -2.2890286651515675e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(14, 314), (10, 53), (19, 53), (21, 25), (11, 15), (9, 12), (15, 12), (2, 11), (20, 10), (12, 8), (29, 8), (0, 7), (22, 6), (26, 6), (5, 4), (8, 3), (16, 3), (23, 3), (1, 2), (18, 2), (30, 2), (3, 1), (17, 1), (25, 1), (27, 1), (7, 0), (13, 0), (24, 0), (28, 0)]",21
0,story 25-year collaboration,"['story', '25-year', 'collaboration']","[(3, 1), (5, 1), (16, 1), (22, 1), (23, 1), (30, 1), (4, 1)]","[(22, 1.0), (3, 0.3333333333333333), (5, 0.3333333333333333), (16, 0.3333333333333333), (23, 0.3333333333333333), (30, 0.3333333333333333), (4, 0.3333333333333333)]","[(4, 0.007930007195403368), (22, 0.006943788026431882), (3, 0.0022139844209690014), (16, 0.0021932653154251736), (23, 0.0012080725006907438), (30, 0.0008465234550763828), (5, 0.00045107573712896074)]","[(22, 2)]",22
0,. lexical humans,"['.', 'lexical', 'humans']","[(19, 814), (2, 475), (10, 409), (21, 351), (5, 248), (12, 214), (11, 165), (24, 157), (7, 151), (9, 145), (1, 140), (26, 105), (30, 84), (15, 66), (29, 61), (28, 57), (16, 46), (17, 46), (13, 40), (22, 37), (3, 36), (6, 28), (27, 28), (4, 25), (8, 24), (25, 20), (18, 15), (14, 12), (23, 7), (0, 1), (20, 1)]","[(0, 1.0), (14, 1.0), (20, 1.0), (23, 1.0), (1, 0.3333333333333333), (2, 0.3333333333333333), (3, 0.3333333333333333), (4, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (8, 0.3333333333333333), (9, 0.3333333333333333), (10, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (13, 0.3333333333333333), (15, 0.3333333333333333), (16, 0.3333333333333333), (17, 0.3333333333333333), (18, 0.3333333333333333), (19, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (24, 0.3333333333333333), (25, 0.3333333333333333), (26, 0.3333333333333333), (27, 0.3333333333333333), (28, 0.3333333333333333), (29, 0.3333333333333333), (30, 0.3333333333333333)]","[(23, 0.010542247232817877), (14, 0.0012598743099589333), (20, 0.0005692168002133783), (0, 0.00047573760483058113), (26, -5.16793924266632e-06), (25, -8.589310977665943e-06), (30, -1.397956898129717e-05), (18, -1.4794891156484228e-05), (3, -1.56694069900254e-05), (13, -1.5868567144470165e-05), (17, -1.6955790687682723e-05), (12, -1.7220839876055443e-05), (11, -1.7511425959155564e-05), (2, -1.788896519446452e-05), (10, -1.8700624968733293e-05), (28, -1.9413021912404754e-05), (1, -1.9547189527960977e-05), (24, -1.9611539299838462e-05), (16, -1.9834648197489817e-05), (9, -2.1296289137361857e-05), (5, -2.199260367017221e-05), (27, -2.213431755372052e-05), (21, -2.2171474373518607e-05), (4, -2.3371639652996823e-05), (8, -2.3599655649611425e-05), (7, -2.671520719084738e-05), (19, -2.7085350515840696e-05), (29, -2.8267595200995294e-05), (22, -3.0288221337107048e-05), (6, -3.103368234336073e-05), (15, -3.1121183327411556e-05)]","[(23, 2), (20, 1), (14, 1), (0, 0)]",23
0,math.h > double,"['math.h', '>', 'double']","[(24, 7), (25, 5), (11, 3), (1, 2), (3, 2), (13, 2), (19, 2), (10, 1), (14, 1), (20, 1), (21, 1), (2, 1)]","[(24, 1.0), (10, 0.6666666666666666), (1, 0.3333333333333333), (3, 0.3333333333333333), (11, 0.3333333333333333), (13, 0.3333333333333333), (14, 0.3333333333333333), (19, 0.3333333333333333), (20, 0.3333333333333333), (21, 0.3333333333333333), (25, 0.3333333333333333), (2, 0.3333333333333333)]","[(25, 0.006892032315250051), (24, 0.00632235859026744), (3, 0.002794016879218779), (13, 0.002546576269989072), (11, 0.0010218985723105208), (1, 0.0008962625573597901), (10, 0.00033059925230002294), (20, 0.0002881111198860444), (2, 0.0002723081650775761), (19, 0.00021359398612412207), (21, 0.00020273859258726156), (14, 5.3140824114505014e-05)]","[(24, 2), (10, 0)]",24
0,code # 2,"['code', '#', '2']","[(26, 35), (10, 29), (19, 25), (21, 25), (14, 23), (25, 17), (5, 11), (2, 10), (11, 10), (24, 6), (20, 6), (9, 4), (0, 4), (15, 3), (30, 3), (7, 2), (16, 2), (28, 2), (12, 2), (1, 1), (6, 1), (17, 1), (8, 1), (18, 1), (22, 1), (23, 1)]","[(2, 1.0), (24, 1.0), (25, 1.0), (26, 1.0), (9, 0.6666666666666666), (10, 0.6666666666666666), (14, 0.6666666666666666), (19, 0.6666666666666666), (30, 0.6666666666666666), (0, 0.6666666666666666), (16, 0.6666666666666666), (20, 0.6666666666666666), (1, 0.3333333333333333), (5, 0.3333333333333333), (6, 0.3333333333333333), (7, 0.3333333333333333), (15, 0.3333333333333333), (17, 0.3333333333333333), (28, 0.3333333333333333), (8, 0.3333333333333333), (11, 0.3333333333333333), (12, 0.3333333333333333), (18, 0.3333333333333333), (21, 0.3333333333333333), (22, 0.3333333333333333), (23, 0.3333333333333333)]","[(25, 0.011069740100854517), (15, 0.003483402825158906), (6, 0.0027292640691966687), (26, 0.0026118986234500673), (28, 0.002609613796969165), (5, 0.0024020825640633865), (21, 0.0023943500195104206), (10, 0.002010439380714409), (11, 0.0016091544849779807), (18, 0.0014954802690666923), (8, 0.0014909208780024645), (17, 0.001412173866131314), (16, 0.0013075455828470812), (19, 0.0012612763024471485), (22, 0.0012411727106213409), (24, 0.0011363796622420022), (9, 0.0008907505427774287), (7, 0.0008713284082679436), (20, 0.0008166246278621904), (30, 0.0007570000742798892), (14, 0.000577387428318819), (2, 0.0005710206071751616), (0, 0.0004550100469735365), (23, 0.00036010460087246564), (1, 0.00034381638274295695), (12, 0.0002440229780363315)]","[(25, 4), (16, 1), (26, 1), (0, 0), (2, 0), (9, 0), (10, 0), (14, 0), (19, 0), (20, 0), (24, 0), (30, 0)]",25
